active_weeks,target_variable,total_volume,trader_activity_status,trader_volume_status,trader_weekly_frequency_status,tx_count_365d,wallet
10,🔴 Bad Trader,48.796584,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,23,0xeac548c063fd63ca453f41959025a8d63b1d49c4
1,🔴 Bad Trader,0.3806437287817004,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0xf38d92cc8a06b92575d499bb342f649c3e907f16
1,🔴 Bad Trader,1843.7029317599997,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x6f58e081db10cb843d6a03daeec7b26adfaf16bc
1,🔴 Bad Trader,1799.7139712027997,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x19a79aa6fd75d5847c0725fa51c43d2d39b37007
2,🔴 Bad Trader,27.457351450847998,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,4,0xcfe046a45e9bddee97ebee2500aef42c62eaf4f9
1,🔴 Bad Trader,679.4014657680959,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x2342411e085c7a46db17cf6b66cc8f936401ac94
2,🔴 Bad Trader,0.038355603565354814,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0x5ae73a72e8cf707096a63232d19167ee95c21df2
1,🔴 Bad Trader,0.44271652585116755,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x214f7701b7eb17009d771a16a7373a3ec970b1a9
2,🔴 Bad Trader,3.8208536825687545,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0xf47d8b3ded5fff9bb243eb2be03302dee49b0b88
1,🔴 Bad Trader,444.5719863623314,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0xfac8c2107cf3b11b98bd546942935184c32af644
3,🔴 Bad Trader,37.330146706799994,🐤 Regular User,🦐 Low Value Trader,🐦 OG,3,0x4ce1086402d92459bf36aa7f6279efde0fe1eacb
1,🔴 Bad Trader,71.99495999999999,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x62f137f9940844c3c249ffa82e1da1d6125f66fe
2,🔴 Bad Trader,0.01302662056502554,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0x95e823251ff952f2b731f3c744d98c127b20fdf8
1,🔴 Bad Trader,99.38340976305578,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x19c2ee18e54ce0f4fb841e7d83ba35de6c621552
1,🔴 Bad Trader,236.01395786639998,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0xe7007eddf6d8b4433d84ae5af75121288717326e
6,🔴 Bad Trader,40.438736728024054,🐤 Regular User,🦐 Low Value Trader,🐦 OG,8,0x3bb38758bc13c82770019d010a95401c399d4c95
2,🔴 Bad Trader,3.8392204119353113,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0x7c06838548eb81f24c1772c98b1bde82f47dc465
2,🔴 Bad Trader,0.14864459483897577,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0x98c12c4fe41ac7a4f9d8bcfbbffef6158ccabb83
1,🔴 Bad Trader,2.9544014969656316,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x96d69c35509e88bdd3d5ad674cc87b2935c1d859
1,🔴 Bad Trader,15.82589984353856,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x97a539c32576151764de07b37ac2c0ba2d466b95
8,🔴 Bad Trader,52.265592051634904,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,13,0x98439d12672683fe0030f1da8fcfb3b12617f9b8
2,🔴 Bad Trader,0.16902645150223522,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0x98505493895d7f60dcdce43d6219d04ec69382d7
1,🔴 Bad Trader,1.8043793156107175,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x69914e5bf2da8d9785a52dd2c2b1fbcbb8f70734
1,🔴 Bad Trader,0.00399972,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x332f6f171e35cdced7fdf0a28cab1b29cfea57ec
1,🔴 Bad Trader,0.5905524332274565,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x27d62ac7980829d2dd6967267bd382ac941d3e6f
1,🔴 Bad Trader,1165.391616876,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x4f5248b892ece4de608767a97dfced27f6ded0ef
1,🔴 Bad Trader,1134.9149083457296,🐤 Regular User,🐟 Middle Value Trader,🐣 Unserious,6,0x431617d34982878924c86066ed3e526e7010f811
5,🔴 Bad Trader,39.197255999999996,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,13,0xd8bcf9b6c8550494a3ec1a8c427d49119bb1dd05
1,🔴 Bad Trader,1671.538620762298,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x03edc164d47d081ea6041ee3f28f16778b60eb8b
1,🔴 Bad Trader,152.96734981224463,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x855bd706ed626cbbb5291038019afe2acbef386d
1,🔴 Bad Trader,3677.7231549910757,🐤 Regular User,🐟 Middle Value Trader,🐣 Unserious,3,0x988f6bfcb2ed4b3e81fe122568d58d045cedfa54
2,🔴 Bad Trader,0.011784031292723714,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0x58af33a9c2092f371e68e29666ed5ce6f26d9c97
1,🔴 Bad Trader,13073.409690252489,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0xd4d5e4a56e0f3ac9569466b7eaa43302a9e271c2
6,🔴 Bad Trader,0.00401171916,🐤 Regular User,🦐 Low Value Trader,🐦 OG,7,0x89d78d3f0910be1b999057840c54819cfdbb31ec
3,🔴 Bad Trader,65.0606685635202,🐤 Regular User,🦐 Low Value Trader,🐦 OG,7,0xb41d42e9111a0a4e15ad3d621b967d4291ea1a22
1,🔴 Bad Trader,1259.2644917680482,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x7fa6b70f794b85d2d5b602d21841b9c3f334707d
29,🔴 Bad Trader,31.467112078208533,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,93,0xb1a0472816be6e2e2afc0404cbf5cb673fc73868
1,🔴 Bad Trader,3.99972e-07,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x9f8ed935a689c4ceac5db975e358d79f3ee313ab
3,🔴 Bad Trader,0.10496976637917359,🐤 Regular User,🦐 Low Value Trader,🐦 OG,3,0x23001bc75bbe93114d5641e4cf0d30cc699d8610
1,🔴 Bad Trader,57.70686639420026,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,2,0xd03a0000773839d9dc3af14df856c196398a7267
2,🔴 Bad Trader,1.43524752564,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0xf9e1ac54b9276480da77500dc740aafc785bfefc
1,🔴 Bad Trader,1013.1819195784112,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x3c1e3dfea13495ca32fde426c31a1993ce7a2638
1,🔴 Bad Trader,123.9502966874729,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x51f2ff37952eb938d386b1e671dba510deb14136
1,🔴 Bad Trader,168.32473191015737,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0xb777d982f0837020749698867300da8a4ab0f7f5
1,🔴 Bad Trader,1.4425401385662668,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0xbdc27fac270394da5661c9b94ef5e53e8b72e198
1,🔴 Bad Trader,11.799173999999999,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,2,0x1ed100947f7a496d8e9c23617ffbe6457000e849
1,🔴 Bad Trader,239.883207,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0xafa2a0cd36a82acd4bcce2c653fda15513e1ec7a
1,🔴 Bad Trader,319.9776,🐤 Regular User,🐟 Middle Value Trader,🐣 Unserious,6,0x0d9d12c2a847e280480cdf85cef03490a0a95f0a
4,🔴 Bad Trader,7.2227155952913105,🐤 Regular User,🦐 Low Value Trader,🐦 OG,8,0x13d7749135ccd48a3f78b8946a50b134c5227598
8,🔴 Bad Trader,5.285574201779541,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,13,0x63ff592f3d2a42adcfccee8e746883e40a15fed5
4,🔴 Bad Trader,0.7719459599999999,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,10,0xffd652378e89478586143644be3ac43606d2ebbe
1,🔴 Bad Trader,4711.642291962836,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x110eb2f931ca8dc9e257d90b7591c10590c4512e
1,🔴 Bad Trader,1139.5137076564558,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x9ab41971fa6a3f2db32c87fe9202894acd82c9d9
2,🔴 Bad Trader,0.00400771944,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,3,0x447cd52dfac568859860142a0bd4ee930e1e15a4
4,🔴 Bad Trader,1.0713158281182205,🐤 Regular User,🦐 Low Value Trader,🐦 OG,8,0x76426511cdb9febbda5dcee1aff0d9aa7f5e0404
1,🔴 Bad Trader,3.99972e-06,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0xbc24ac327d4884617aea7a7023d30c7ae0688960
9,🔴 Bad Trader,3.99972e-06,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,12,0x87c03ef97e7ffa8654cfd8fc3417e955a850756f
1,🔴 Bad Trader,2400.05618745863,🐤 Regular User,🐟 Middle Value Trader,🐣 Unserious,2,0x5b64add20812e58fbfbc95fae1191c0fba7ce668
1,🔴 Bad Trader,924.7596053375629,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x7553397c109aac7a19a0330c7c22332d2cb31e41
1,🔴 Bad Trader,0.783157255626091,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,2,0x0e3592ba353e972897bd380d1708e5218342d057
3,🔴 Bad Trader,0.00800343972,🐤 Regular User,🦐 Low Value Trader,🐦 OG,5,0x883cd5ffe792fa458ec88e7945a3d43897e5ed53
1,🔴 Bad Trader,247.56854458648016,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0xd001af84761e6f4c1f9ccdcec1e70c6f1854e186
3,🔴 Bad Trader,47.99664,🐤 Regular User,🦐 Low Value Trader,🐦 OG,5,0x3757ac787624fb1000b7c694eda389443a0ab543
1,🔴 Bad Trader,35.74908658075656,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0xc39aa069e2c0f00bea5c0ef4a46be5df38d751ee
1,🔴 Bad Trader,58.02850747834172,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x292af2939f300522d3d433d075aaee3a311f8e35
1,🔴 Bad Trader,305.7370521301032,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x1a7a074452195398ad4467f9a4b8016218040d4d
2,🔴 Bad Trader,42.99480213327104,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0xf8f58ee0fd196318bbc9680ce0560e44003a04ef
1,🔴 Bad Trader,0.33896274811684607,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x06362983751c266853157e244250e6a320bf76cd
1,🔴 Bad Trader,1316.9948439072,🐤 Regular User,🐟 Middle Value Trader,🐣 Unserious,3,0x8362725fa6104a0693b72c606dd2ca695cdc1ece
1,🔴 Bad Trader,6.044567344431444,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0xd5c69d439e0aafbe6461c938da3a3a2379a331f4
5,🔴 Bad Trader,8.500364932799998,🐤 Regular User,🦐 Low Value Trader,🐦 OG,5,0x5f792dc33d36bd122024a7451292a647bfabc40e
4,🔴 Bad Trader,12.897775127767042,🐤 Regular User,🦐 Low Value Trader,🐦 OG,4,0xac220aceddad77ee868fdea4e37662abbff37a0b
2,🔴 Bad Trader,11.0792244,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0xecfc8c510a1436ec6d338ea0367b010dd52a0007
1,🔴 Bad Trader,157.0700508969961,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0xc77e5909b7e38646ccd427867b4b9e50138c2afe
1,🔴 Bad Trader,15470.3323609248,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x6fe3c62dd203c3402937764ce5699f724ee659ed
2,🔴 Bad Trader,1.3425460152,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,3,0x9433e9cfdfbf4f71dcca386e41ced671c5fad412
1,🔴 Bad Trader,5.899344303778077,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,3,0xa12327304747bbe138c3a19636e7be05c62ce229
1,🔴 Bad Trader,60.795744,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0xc66576ce61cd1a0c1ce37fc53679143d4651dfa0
1,🔴 Bad Trader,3.99972e-06,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0xb160d76ee5266673e970920d4e6297eb2d03d6ec
3,🔴 Bad Trader,59.405041356,🐤 Regular User,🦐 Low Value Trader,🐦 OG,6,0xfad6d4e24136463faaebfb3bee119fc23e44e8a3
5,🔴 Bad Trader,36.80546785312349,🐤 Regular User,🦐 Low Value Trader,🐦 OG,7,0x0211de2de8c86c6308d87a1bb1839340482a0e3b
1,🔴 Bad Trader,3999.3722643431997,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x7096f379e13bb1af827c019e54dfc15370211602
1,🔴 Bad Trader,40.489365545999995,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,2,0x400245c2852adf2220bd65fca952e335983e9fdd
2,🔴 Bad Trader,22.140879725711343,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0xfb2cb0a2345c3b4b0f952af901a53e78554363e5
1,🔴 Bad Trader,28.5180036,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,6,0x078952961b789219014c809afee58650c4c032d3
5,🔴 Bad Trader,10.987548689928301,🐤 Regular User,🦐 Low Value Trader,🐦 OG,6,0xad3f75090d264d7cd31bc5cbdca05b7eae5a37e7
1,🔴 Bad Trader,258.8435690460165,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x6ade9aeeb8cc2a50a271c705752250afc8a9fdd0
2,🔴 Bad Trader,27.998039999999996,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0x5c98e79cbb15f54dc1c22421446f9321333ccca9
2,🔴 Bad Trader,28.64696221085194,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0xd996d2f521aa6c968365cc9ede2dc0acf906e395
1,🔴 Bad Trader,9.508502393965498,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x5fda572422abdcc3dcc0ca99e604b7c50393359b
2,🔴 Bad Trader,12.4168107624,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,3,0x1c2e5e1491425cf0c143e4264983c5752b48f3d6
2,🔴 Bad Trader,0.3773452226632325,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0x1d0b9422782a3b833b86b729e8d236e020a1b6c4
1,🔴 Bad Trader,8.399412,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x537ba7fb347a29bd4ca8a2d0cbc6abc458e3b90f
1,🔴 Bad Trader,1.83483563788806,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,2,0xf83b7bdd8326dbc9de9ad7cb7e1e44f7d7aecec9
6,🔴 Bad Trader,38.7727128401016,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,21,0xeb23858137a69ad8a4ef9e913b3db9c9200da711
2,🔴 Bad Trader,9.34928552270288,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0x4a6db885eebc22d3ea44bf409c5abd1250d4229f
1,🔴 Bad Trader,3.99972e-06,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x5fa53c307155b4b96a8182e6e2b87bf5dc160f37
1,🔴 Bad Trader,58.200285694799994,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x30cd33f72e094088bdcdee1fcdc45d96269f5ec8
1,🔴 Bad Trader,38.76556352700535,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,2,0x4dc549c8f69bf4118d220789b75736ab82338640
1,🔴 Bad Trader,6543.54192,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x1c152b52a9a081a4789e1dafe33de5d1bad435e4
3,🔴 Bad Trader,0.3470515912519405,🐤 Regular User,🦐 Low Value Trader,🐦 OG,3,0x0e2b097ed51fcac34b6f029edf2028f1199a6001
11,🔴 Bad Trader,0.012859099799999999,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,74,0x7640717385f53ef61f59cb7d3bc82653c510a9d8
1,🔴 Bad Trader,3.9745395427554,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0xacfd727a3836f9a5eec9a4325177d9c613809791
2,🔴 Bad Trader,0.3390093013938166,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0x05b252132d19d5dbbc2d0e80621833608cb7713f
1,🔴 Bad Trader,81.65740358160001,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x68fdeceafe035f1c43aa4cdfe1338180b1f63dc9
1,🔴 Bad Trader,1.5706500468,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,2,0x0d9e285e528de3353d49a5beaa52be877c7b3cdf
1,🔴 Bad Trader,505.51745287205114,🐤 Regular User,🐟 Middle Value Trader,🐣 Unserious,3,0xc355768cbbb787f1be95b4e42c3b975ff5572d2f
14,🔴 Bad Trader,3.99972,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,21,0x5a875a4361506a29b096079667956e5b082b274c
3,🔴 Bad Trader,33.46947699921185,🐤 Regular User,🦐 Low Value Trader,🐦 OG,5,0xf5d9993fbb650dc9043c903df684eea7ae601743
1,🔴 Bad Trader,389.56607614943414,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x8080be04f5f0e50b59d623688021467dd4e8f034
1,🔴 Bad Trader,407.53972033415994,🐤 Regular User,🐟 Middle Value Trader,🐣 Unserious,2,0xb89dbd0784e21a2595b650223ac45083fe76119a
2,🔴 Bad Trader,16.581056109779894,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0x2065b38556edd5f9b29e7d7187774cc2eda1d9aa
1,🔴 Bad Trader,5.239913180399999,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,2,0x2262d28f652b3af98128bcf9d4d942f5483fc844
1,🔴 Bad Trader,6.95155578688191,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x59693358600d8d15e014c81c37bd9ced7dea38d1
3,🔴 Bad Trader,69.59156566577035,🐤 Regular User,🦐 Low Value Trader,🐦 OG,5,0x124bf8af8c5aedb776b88d2c92a0611aacfe4bfe
1,🔴 Bad Trader,2007.757718586593,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0xea278d6098712cbdb67bf3ea1c0ee9c30e878c4d
1,🔴 Bad Trader,2331.4432836369892,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x6d6be24abafdea9afafa44606f42468b66f528b0
1,🔴 Bad Trader,0.9969416223610787,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x095382e9df4350126eb3a2c9fd54323fb8e784a7
7,🔴 Bad Trader,64.4779784098391,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,11,0x19fe1050585ca62fa2c65bf3839e5fc9147bbb7e
6,🔴 Bad Trader,62.281385212878845,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,10,0xa5fffa93cfb55c4516af90f6e32171f4baa1f6f6
1,🔴 Bad Trader,3.021177789402062,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x6086737161b19cc9fc0f2fa6601fed86de4dfc2c
1,🔴 Bad Trader,97.9526735865911,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x137c44359dc847e465b83371bd50ace527372668
1,🔴 Bad Trader,929.4801081243799,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0xc3a8af6b99fcf822d31163b4ace239d3638bea35
1,🔴 Bad Trader,0.00399972,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x3d03ed7da7406996756506b506946788001baa1e
1,🔴 Bad Trader,17.022632435102476,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x501cd3fd7b4a2ca5d63dd7c9ccf83a9f9bffc303
1,🔴 Bad Trader,15.282385149153654,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,2,0x4f5c75782235122f5a579880494005291e5ba86d
1,🔴 Bad Trader,1.174342043830513,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,4,0x17d89f0d95de5b194fc032424cae160f91f69956
2,🔴 Bad Trader,18.744815903761562,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0xf8b01e5a5939c91d58c29387f875fcd302786502
1,🔴 Bad Trader,23.006120816080553,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x669e074ade39344eec629c5308ba52f78f0826ab
1,🔴 Bad Trader,126.10449206759999,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0xd56dc33c00c9f02e121143e3d13f8f42b550d58d
1,🔴 Bad Trader,3.99972e-06,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x9d864bddfeb4114db7d2f73622d9d9bc6c394080
1,🔴 Bad Trader,78.90764993478601,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x0f4fd80fae2d51856ad5d77333c5fc562ab58120
2,🔴 Bad Trader,0.06265469662153499,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0x67007e0d38d3be45cb3d8471e4b4495fdaa80a16
9,🔴 Bad Trader,0.00084394092,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,156,0x484932ac4413dfff1a3141d1b7b2a979e8090fe2
1,🔴 Bad Trader,919.9356,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x542490d050bd9cd5659dc9ed87d1e7980b6ea83e
2,🔴 Bad Trader,50.35811280089148,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0xcc7013a2bce08854a8d7d8a5ec2c2d2857226046
1,🔴 Bad Trader,3999.21603528,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x9749be4f8d52d71ffdd22a36968ff90b4c6e6bf5
1,🔴 Bad Trader,0.00039997199999999996,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0xdf650ef20262968b456cc2ad015bfe88e90a4d5a
1,🔴 Bad Trader,60.595758,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x89c721a3b0c9c2209cc69694808d799190507997
2,🔴 Bad Trader,0.017811470897490855,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,3,0x3f889197e850e577b3511132ef5058434bad7397
1,🔴 Bad Trader,0.01119121656,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x90f5ec4444e31ed28aee20a3beb16bfeb91294ca
1,🔴 Bad Trader,0.074658239157408,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,2,0x8e5e166142b5b04ac273390080f3a28c23554e60
1,🔴 Bad Trader,1.5243318625610995,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x6d35203731b388596868c3aa25e4783c281198e5
1,🔴 Bad Trader,7.99944e-07,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,2,0x9fed722a294beb243e09dfeec672538a04d5746f
1,🔴 Bad Trader,8793.45844538186,🐤 Regular User,🐟 Middle Value Trader,🐣 Unserious,2,0x10c244f09d48d3ae0b7e920efc3676ce68e2d5d1
3,🔴 Bad Trader,0.00400371972,🐤 Regular User,🦐 Low Value Trader,🐦 OG,3,0x21f446c74dd2436794230e4845a89ef931dfce9f
1,🔴 Bad Trader,119.56483784784834,🐤 Regular User,🐟 Middle Value Trader,🐣 Unserious,2,0x23fb7420b1588942c2ba529712d3cd1e4b829dbb
1,🔴 Bad Trader,11.915165879999998,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0xd1cacd0c7a1e061511f26b98b06ae31e835ae92e
1,🔴 Bad Trader,4.799663999999999,🐤 Regular User,🦐 Low Value Trader,🐣 Unserious,3,0x36bcfb9c12df9654ae21c4c0edfd86394b5331f7
1,🔴 Bad Trader,8.665273388400001,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x51f95550626a0392437ec23e7553155f617436da
9,🔴 Bad Trader,0.0126091173,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,18,0xf0e263d452a83f86c92598ca4eb069ab9e3669cf
1,🔴 Bad Trader,5932.575697175755,🐤 Regular User,🐟 Middle Value Trader,🐣 Unserious,5,0xe206d4e7760b6d527d9b30dba8b8da28bfe52f16
1,🔴 Bad Trader,243.98291999999998,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x52692c32b1578a7b15c67d4248df0249ebb195a5
1,🔴 Bad Trader,22.105652495999998,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x93cd23012d01e8af9b131246059d180e18de9179
1,🔴 Bad Trader,3.66121569696,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0x168af8164a02e61523cd244c9a74f46ac9fa2c8a
3,🔴 Bad Trader,1.6838275989625917,🐤 Regular User,🦐 Low Value Trader,🐦 OG,6,0xf532ecbeb0a69291748106a079710ba46ada5801
1,🔴 Bad Trader,47.126860888799996,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0xbc228eba906eea6d596c13f67a46eb3a5947148b
1,🔴 Bad Trader,1366.1017033029098,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x371be3b96278c802fab1bdcdafc8e1b51e8d1169
1,🔴 Bad Trader,36.915550839822636,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0xf5e4d64ad7471644e230c1c9bc906804e0cd0999
9,🔴 Bad Trader,7.99944e-06,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,22,0x9dc7412eca906dec8126fafe802914167b846106
2,🔴 Bad Trader,15.99888,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,3,0x0298491d905b1206e4c9fd45982d0fd94bebb48c
2,🔴 Bad Trader,0.19171777787917357,🐤 Regular User,🦐 Low Value Trader,🐤 Just there,2,0xdd9ff85ba842f3337262937f873baffb63f7d2bf
1,🔴 Bad Trader,394.99220635344597,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x0aa431649246bcc6bc1fb51bcc73597f486d364f
1,🔴 Bad Trader,465.0920067444295,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x2c00bb17df589104c863f1c5b17a9b18c2859bf0
14,🔴 Bad Trader,38.43218281884311,🐦 Frequent User,🦐 Low Value Trader,🐦 OG,18,0xbe84dfd87f25afb8615fa6944b8d0e99354b9ce2
1,🔴 Bad Trader,309.09028044238465,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x213c8030388115e92a2eaac7022dc8d4db7dddfe
1,🔴 Bad Trader,3.99972e-06,🐣 Occasional User,🦐 Low Value Trader,🐣 Unserious,1,0xa081ee9a1a1f49c25a9f23e21db04c5fcdc9ab94
1,🔴 Bad Trader,373.1735932131011,🐣 Occasional User,🐟 Middle Value Trader,🐣 Unserious,1,0x5c32d12563a63252a186b85aedde1bcc944717d2
4,🔴 Bad Trader,70.67569446099769,🐤 Regular User,🦐 Low Value Trader,🐦 OG,5,0x42c99db7e076ab94effb3539eec86439d754c8e0
